worker_id,task_id,task_response_id,is_reviewed,review_score,tweet_id,text,username,bio,Categorize the tweet
6FCQKE2GMKG2,ac138344-606a-4b10-b9ea-1899a9f432b4,dee8c6e3-a7e4-487c-a55b-b5aca04b2952,false,,1540796189821501440,"@cynthiaboaz @MichaelRapaport @Rubygirl_Tweets This is not rocket science, honey. Go to a state where it's allowed.… https://t.co/VtXEAyNKhE",Howley54,,Pro-life
XJKGQQWFXKTX,4bafddd9-88b2-443b-8f7a-63456a623a41,def92c09-e083-4cbb-a1f5-05481047246f,false,,1540796077929930752,"@KateEmily2409 Yes, it is. I'm old enough to remember what it was like before Roe v Wade and I'm horrified. I don't… https://t.co/DwQlldCh3b",AprilKihlstrom,"Author: Regency romance novels, Sophy Books for dog lovers & readers like her 39 yr old son (Down Syndrome), Book in a Week workshops  I don’t like to DM.",Pro-choice
ADCXHGCQRA34,682f5c77-b99c-4701-87b7-7b750222e500,df5375f5-6925-4ac0-b020-db23b7e2f142,false,,1540796131231137792,"@DavidAFrench Yeaaaaah, didn’t they also say that Roe v Wade was settled law and precedent? So we should trust them… https://t.co/lPxyLMov0a",mikefoley0,"I didn’t ask to be here, but as long as I am, I may as well have fun.",Pro-choice
FPMCK2P37RW2,f3c4b4b6-f485-42cc-b5ca-9188e4e1032d,df7b41f7-ccd7-4044-b703-fae38112e001,false,,1540795958069301249,"@SaintHoax @Lva_Sc I am confused, if America is founded on Christian principles, why cherrypick what you want of Go… https://t.co/krjTgYgF06",iam_jayceekay,crazy about #f1 #teamlh #teamlh44 #lh44,Pro-life
7R2NKCJQNXPP,888999e5-96a9-4a24-8dfa-24f3c01074d8,dfe11c15-1d87-43e3-82a8-e4cb3c12d7f8,false,,1540794992414920704,literally fuck Obama and Biden for not codifying Roe V Wade. Both of their old useless asses made it part of their… https://t.co/yE5KL45okr,Franstoleyaman,virgo ☀️ aries 🌙 leo ⬆️,Pro-choice
C69D7VD39FKM,2e61c4f3-d0e2-4c54-8d35-1d8826e9a005,e0440884-93d5-40e8-b8ff-0593eeedfa5a,false,,1540795905737076737,@DasFineArt @Pieterjanfrees @Merylbrynn @gummieshark @kycarrerolopez Abortion isn't murder...It would be murder if… https://t.co/RTBVa3nWrB,kalishaniaaa,crack,Pro-choice
WFRWYPY7XZJ9,5764bea7-468c-4697-abd0-19067b39c0ae,e05f0c97-ed32-4ca1-823a-e2727bc6b325,false,,1540795985416228864,"@frankcorder @S51781902 @Apple @DICKS I have a prediction. 
About the time the same women come to them for travel e… https://t.co/GtayrlIkms",BluntestOne,Grammar Cop. Bible errors Corrections Officer. Language and patterns show you what you need to know.,Pro-life
FPMCK2P37RW2,08d04688-9170-48c3-b00a-56aff961a4b0,e062aefd-65ec-46a7-9542-58340682cb53,false,,1540794918003625984,@Travismatthew08 @GeorgeInNOID @AOC His statement on Roe v. Wade was about as reliable as if he’d sworn “I don’t like beer.”,veracruisin,♥️ScienceMysteriesCatsFranceLawPrivacy1A ❌FIGHT:SexAsslt/Bullying/TeenSuicide #endthedeathpenalty #ACLU #HRC #MST #Resist #StLCards #VaxVaxBoost,Pro-choice
2AZWNZRTVACE,439a96a8-6be1-433a-bbb0-31c854a5a823,e08b3984-78ac-49c7-a188-766da4a386c2,false,,1540794663941967873,"@hiphopanonymuss If a bureaucrats system is asking for result justice without considering the procedural justice, t… https://t.co/sIZdU3SX1s",SiliconBiotech,He/It/Weasel/Urban Life/Alternative Slaps Recommendation/CitiesSkylines Player/🐾Artist/Bi-sexual🏳️‍🌈/Libertarianism🍌/Life in 🇨🇳/MaleReproduction🔬/简中圈关注全B,Pro-choice
KY33NRPCAEZT,b799f2e2-9824-4dc3-9478-b7e7f404c328,e0c0a6fa-dd20-40d1-9cdf-87f248a81693,false,,1540796001933565953,@KDean1010 @PadmaLakshmi I just turned 69. I never wanted to have a baby. I managed to not get pregnant. I have a s… https://t.co/U8LntCUTJa,Willojean272829,Old chick on a farm in the middle of nowhere. 🚁 #GoonTwitter #ConsentOfTheGoverned Pronouns. Your/Highness,Pro-choice
FPMCK2P37RW2,66a30a14-e440-4670-b610-80905e2ef389,e14f015a-f2b7-4dae-aaea-72bc3c0b9d59,false,,1540795089521451009,Global Health Promise stands in solidarity with all folks whose reproductive rights are compromised by the overturn… https://t.co/vTlwYM0in1,globalhlthprom,Dedicated to assisting mothers in sex work and their children.,Pro-choice
FPMCK2P37RW2,6cb8cc8b-3f93-4851-aedf-d340cc77821a,e19b50cb-befe-4ac9-a367-a78e02594567,false,,1540796240861863937,@Mcgiver69 @VikingHippie82 @amore_orless This is honestly so naive it’s adorable. If the court is willing to toss o… https://t.co/wj9aLZUYm6,Bhartrihari_,No one of consequence.,Pro-choice
WFRWYPY7XZJ9,f7759158-9299-4635-90af-9b67e31f8663,e1d764e4-e79f-41a9-a078-9072b3a4f244,false,,1540795874011484160,@SenWhitehouse I agree with this. If we cannot charge Justices with perjury for lying about abortion during confirm… https://t.co/jDZZ7UmiW8,RIBeastie,"Huge Fan of Tom Brady, Ragdoll Cats and a Democrat who can't wait to see TFG in jail! I'm a recent Johnny Depp supporter after watching the trial!",Pro-choice
WFRWYPY7XZJ9,53bcdc1e-dcc0-4d1b-84d3-0f8b634142ba,e1ed7797-d810-454e-a769-6daffb71c118,false,,1540796279193600002,A new analysis explains the disturbing circumstances surrounding the overturning of Roe v. Wade &amp; how SCOTUS has mo… https://t.co/TlHNsvZrS4,mcspocky,"#Biden #BLM #Feminist #VoteBlue #Ukraine #LGBTQ ally #ProChoice #AntiRacism
Check out https://t.co/9oFK2W26y2 As Amazon Associate I earn from qualifying purchases",Pro-choice
T3RMAEPRMD6J,f379ec1c-2965-4cf6-8aa1-f4b395185ebf,e2025adc-02df-4f41-b510-2b7905095525,false,,1540795754301849600,@raxsha @mentallyilljew Upanishads condemn abortion but being Hindu has nothing to do with followibg texts or scrip… https://t.co/S1cTfW8XVk,hemuphobia,"she/her. trans girl. I like metal, hc and hip hop, and other things too. other account @hemaphiliac",Pro-choice
7R2NKCJQNXPP,a42d9c7f-e048-4868-814e-7792e83b7cfd,e2256b76-2c49-4538-8c67-5ce65e4752cc,false,,1540795937118859265,I can bet money there are women in there who have had an abortion. Bunch of hypocrites. https://t.co/zTlvUr0Aj5,michellerene21,,Pro-choice
FPMCK2P37RW2,9082f6a3-076d-469d-84a8-c75d3e0fb23a,e22b53d3-d50f-43bb-a835-d53fd0ea1e92,false,,1540795939375329280,"@FoxNews How repealing Roe v Wade in the US will lead to more women’s deaths. 

A large body of evidence shows that… https://t.co/zThPsGXkDU",tdzarnick,Graphic Design & Web Development. Love to travel especially to Europe and in particular France.,Pro-choice
2AZWNZRTVACE,dab99d96-7b8c-4ab8-a73b-c62d8e186cc7,e2f2e87b-8477-4c99-a074-f47673829928,false,,1540796105733971968,@mmpadellan How about if a girl/women wanted an abortion but is not allowed then the man should have to have a vase… https://t.co/zlNV7cVg3G,dmzr40,,Pro-choice
2AZWNZRTVACE,9c6d2152-0eb1-4f45-af21-4f460a364d05,e3185dcc-c9fb-4180-80e3-eeb44290d6dd,false,,1540796404594905091,NOW they see it? NOW? IMPEACH THEM. THEY'RE OATH BREAKERS VOTING FOR THEIR OWN BEST INTERESTS. Sen. Susan Collins a… https://t.co/GuX98FyETO,OneTrueBLUEbird,"ReaderWriter
IntellectuallyFree
PoliticallyBlue
Believer in Unity and Wonder
Civil Discourse
Progressing with purpose
Loving one another
Being of use

RT❤️F❤️FB",Pro-choice
Z6J69GNZYEXY,20d7b3a9-ead1-4ed2-b069-c7dc6bcc3b07,e3392af9-3227-499c-bcd5-8f63c9266782,false,,1540795968450428928,"@thunderrosa22 You know birth control exists... right? Moral of the story is ""MAKE BETTER VAGINAL DECISIONS and YOU… https://t.co/YM7YQv6fgK",IsupkAtlanta,"We are the ISUPK. We're here to liberate,educate and unite ALL Blacks, Hispanics,and Native Indians. Zephaniah 2:1 KJV

IG: isupk_atl
Tik Tok: isupk atlanta",Pro-life
7R2NKCJQNXPP,c02220a1-b281-493f-85c4-fa422d0c72d0,e3449657-97e8-4d2a-8306-a008f813348b,false,,1540784583234318336,him. You think this is something? You think this is bad? This? This chicanery? He's done worse. Roe v Wade! Are you… https://t.co/NhUpetB7DW,SuperGloveBall,Maddie | She/ Her 🏳️‍⚧️🏳️‍🌈 | 18 | I will literally call saul | my latest obsession is my entire personality | media takes and opinions nobody asked for,Pro-choice
2AZWNZRTVACE,8ffd655f-c112-48fa-9cf6-3b49f00c826b,e39c4d10-02de-46de-ad1d-9fda0d5418d9,false,,1540795832886333440,"@AOC People are already dying...
Every time an abortion occurs, people die.
How about you come back to reality, and… https://t.co/1j0HeOAi4d",Wanderer711,"Retired Army MP. Former State Corrections Officer. Pro 2A, Moderate Independent Conservative. I am who I am. Deal with it.",Pro-life
AMXMPYF9CYAJ,18931034-5dda-467f-a739-895e3059442f,e3ee3dcf-66d7-4672-81a0-39666bc2f648,false,,1540795918286434304,Just a reminder that a foetus isn't just a danger to the mother's life due to physical complications such as ectopi… https://t.co/re8ca4yaA5,IkklesaTwit,"she/her
Chronically online loser with a Karen haircut

Co-creator The Ship Yard: @TheShipYardUST
Professional account: @DawnGlen2",Pro-choice
Z239E43AATKE,cae1c7c9-a963-4f5b-ac4b-6e90a7bd5737,e462f6bb-f2e8-4f70-ba45-8190f1a1a304,false,,1540796027527081987,@gayle_lynne @HelliOOAK @Strandjunker So it turns out it IS considered an abortion medically regardless of what you… https://t.co/CfrBL4xyML,KristiG917,#democrat #progressive she/her #cats #dogs #razorbacks,Pro-choice
Z6J69GNZYEXY,6f59ab67-33dd-4ae0-843c-329b89ed040e,e48ad0e6-8c8f-4494-80ea-f4bbe0c75da0,false,,1540796495976349696,@candylamb47 @BMTHfan92 @DaveYostOH @GovMikeDeWine Plus roe vs wade was 1973 there all much alive still,_zeusplays_,"Gamer - PlayStation, PC ✨Passion for tattoos✨Big LOTR fan✨",Pro-choice
YKR74H2QRD6F,009bcf0b-3211-428b-9af1-8bf598c7a845,e4c85df5-cb13-499b-b8f8-4e81b5406cd3,false,,1540784867830484998,"Delete Facebook, hit the streets  https://t.co/eiqaMmNiaJ",iansan5653,Software engineer @GitHub working on the new Projects ✨; also racing sailboats ⛵,Pro-choice
FPMCK2P37RW2,0b5bc629-9a83-4f1b-9612-c114e091e565,e4d3fa3b-f94a-4492-acb2-311ab9a588a5,false,,1540795392455065601,Roe V Wade Overturned By The Supreme Court forcing a woman to have a child is disheartening and it's ludicrous. Esp… https://t.co/PvRdmXZTq1,TowannaCampbell,I'm a fun loving dedicated person who works hard and plays hard. I'm all about business and networking and getting to know people worldwide. I am very loyal.,Pro-choice
FPMCK2P37RW2,628fe0b8-c535-4bf4-ac58-dd5a62c9aec4,e516d211-6e51-4b41-9ec6-738456400a9e,false,,1540796204874772480,"@charliekirk11 Your ""God"" has killed more babies than abortion has",AngusMacGyver__,Troubleshooter for the Phoenix Foundation. Great with paperclips. Always carry a Swiss Army Knife.,Pro-choice
FPMCK2P37RW2,b6d18a8f-bc02-44e8-b26d-9c54ab3afb8a,e626f92a-e0a2-460b-9e97-c26511ce6505,false,,1540796042123288576,"@ianbremmer If you don’t want abortion - don’t make it. This is a woman’s uterus, her body and her decision. Not yo… https://t.co/lbnZCVc6kI",mekshune,,Pro-choice
Z6J69GNZYEXY,4d2d8631-9777-4198-8272-b42dadcc25ca,e63ae341-03e7-4f90-bf77-931f42c8f71c,false,,1540784783185395714,Another thing that pisses me off about everything going on is y’all thought one election was it. Fam. Republicans h… https://t.co/2kNGXmCBc3,CoolstoryLu,TL Point Guard. Creative Director for hire. #WackDickChallenge founder. My views = my own.,Pro-choice
DK4H9CMZRWET,faa385de-bea1-4df6-848c-36aed3574d22,e65ce6d8-d539-4323-bccc-06dd0c728164,false,,1540795090846638083,"@Chumbi_Wumba @FPWellman I’d love nothing more than if the left would take their gun control, energy and economic p… https://t.co/ofJTpF25ZX",the_wizzrd,,Pro-choice
XJKGQQWFXKTX,2ebffa2a-42ff-4767-b33d-0c8a4d2ef474,e6a8f03b-3f74-43b2-a53f-15336ee22a64,false,,1540795961848565763,@leebee4life @cindymclennan It’s scary how many people are saying “well why should we vote anymore.” Honestly terri… https://t.co/hXLAGXpEMo,AvogadroAvocado,"Political Theory and Constitutional Democracy, Social Work",Pro-choice
QEZAEMV2WF9D,0f4a1140-2d9a-44a6-8524-03cab1a9317d,e6fc0719-260c-4e79-a715-03f35f6a6cd7,false,,1540795969654034435,"@EdwardFortuna12 @Tam1575 @POTUS That is a medical emergency, and they will go in and do surgery on her because tha… https://t.co/Zqw8BYxXQ4",bdoll78_sheila,"I am a mom, customer service rep, and a business owner. My dream is to find the people that not only want to get healthy themselves but help others do the same.",Pro-life
FPMCK2P37RW2,d82380ad-5f2b-4351-8a95-6a1b93bc2c2a,e70f1ade-0ac4-4f40-91ea-aa47ab8402c3,false,,1540795781518487555,"@POTUS I’m sorry Mr President, that’s an asinine statement.  You took an oath to uphold our constitution, 6 of the… https://t.co/mOeJaDEHg0",RAS101st1970,,Pro-life
R7XYZ4FKMFF9,0d510dc4-5a0a-483b-a5d5-3255a72e1008,e7110850-acb1-4eef-95fd-4881cf2c3abb,false,,1540784809722535936,If you complain about your tax dollars going to welfare but also support the turning over of Roe V Wade then oh boy… https://t.co/vqlIKPQb4d,Abisinthe_,beehaw,Pro-choice
T3RMAEPRMD6J,5338736b-9ce6-445b-9ce8-dd4c49fccc5c,e718e50e-7cc2-4870-afd1-eeb6f975273b,false,,1540795485795016704,You said they would never overturn Roe v. Wade. They did. We knew they would. You'll say they'll never outlaw marri… https://t.co/u1wus36Qo8,JasonNationSays,"I'm here to talk to people. Yes, I'm a real person.",Pro-choice
T3RMAEPRMD6J,ea2ab719-cf8f-45d6-ba5e-78340ddf7776,e735941e-83b8-433a-b5bf-d1b7c181d5e1,false,,1540795984380235782,"@DICKS
Thank you for the stand you've taken to support your employees in regard to the Supreme Court overturning Ro… https://t.co/CiCr4MJJTS",L_Jester,"Bird lover, tree hugger, breast cancer survivor.  Amateur at life.",Pro-choice
VHYWA473JMK3,95ccba94-49e1-4d24-af6f-9c7601a9be83,e7743061-dc6b-436d-9b57-e9b5a515ba02,false,,1540796591820288000,@POTUS Do something about Roe V Wade !,11c6558cc63241f,I live this life the way it was planned by a higher power. Am grateful to any who follow ❤️namaste 🙏. I am a cat lover & a grandmother of 6 ♥️😹🤷‍♀️🐴,Pro-choice
FPMCK2P37RW2,27e6ffec-c502-4a89-853e-d42f49b3d335,e8aea442-e972-4876-8aa9-5253d6bc2b3f,false,,1540796474463617025,@TomFitton @BarackObama How many decades of precedence preceded the unconstitutional ruling for Roe vs Wade?,votered88022,"MAGA; Army Vietnam Vet; Retired LEO; IFBAP; Trump Won; RT Not an endorsement 
GETTR @votered88022 
TruthSocial @votered88022",Pro-life
T3RMAEPRMD6J,90cd8f7b-13d8-4b7d-bedb-4aaafd7de7ce,e8ce3d62-a8c5-4909-807c-d77dbf73151f,false,,1540796903691935746,Asking what my company is doing to help women who need access to the appropriate healthcare regarding yesterday’s R… https://t.co/rduaqr9MjQ,nehav_,Be so good they can't ignore you.,Pro-choice
R7XYZ4FKMFF9,bc868218-5cb7-4ceb-8eca-4d59980736dc,e9458ade-301e-4d20-aef4-290c8d195cca,false,,1540795734781558786,"If you’re a cis hetro man and feel like you’re not allowed to have an opinion on abortion, then on some level you k… https://t.co/ucJA1c2DxP",cwkauff,Former Intern for the Columbus River Dragons. Former Intern for Steve and Larson. Honorary Horseman. Co-Host of Beards and Balls. World Record Speed Runner,Pro-choice
CAG2KV7YTM69,e3823686-e545-4ac3-a31b-dc873eec6983,e96ecf4d-f681-4702-9377-a4cc7cc45ead,false,,1540795379003932673,And another point is to hopefully help you see why it’s such a big deal Roe vs Wade got overturned. This affects so… https://t.co/Y4JMixpOgg,letsgetjilly,Jill | 25 | #Classof2K14 & #Classof2K19 | #Gamer | #photographer | #artist | Graphic Design Insta is @ jill_the_designer | Check out my #Teepublic store!,Pro-choice
FPMCK2P37RW2,1c2d1793-e0a7-4948-b2cf-6a1aab54ec4f,ea30fe65-e92f-404c-9f88-f69214520ed3,false,,1540784613005615104,"Protests in Chicago. Hang in there USA. Canada, don't get complacent. CON MPs eyeing overturning Roe v Wade as a ho… https://t.co/nvuMRVJri4",Paul_Sawchuk,"Reader. Writer. Metalhead. Dad

'Viral Invasions' in Annus Horribilus: https://t.co/CUe8OLfeTm

Currently reading: The Lathe of Heaven, The I-5 Killer",Pro-choice
2AZWNZRTVACE,d2c6566e-6ee0-4824-a06b-bd9dee49e68f,ea63ba20-c9b8-4235-b8ba-cfc0e21b3e22,false,,1540794225754775557,"This Roe vs. Wade news is completely messed up. I don't have anything clever to say about it. It's just wrong, and I'm livid.",ajlangridge,"@UpstreamArcade. Made @WestofDeadGame. @DeadBeatGame & @misstakegame. ex @lionheadstudios.
Only make new mistakes (He/Him)",Pro-choice
X6P6DQRXD62A,04f67b6d-d233-4e47-84d1-9c252934d6b8,ea7dc11a-8595-4a8e-906f-282fbfdb4ef2,false,,1540795734429245441,@GavinNewsom cool let the women wanting abortion move to your stupid democrat state hell build a wall around califo… https://t.co/5O1FLZHNfn,DonnieDarnell51,My name is Donnie I’m 61 years old I’m a conservative.America First I support our military and our police pro gun and pro life,Pro-life
FPMCK2P37RW2,aa195901-7b10-4e05-9787-4579d5153198,eb32675a-9047-487b-a85d-c220b96d55a1,false,,1540796332897607680,@aterkel @Robillard Voting for Democrats in 2016 would have been entirely sufficient. We'd have a 6-3 or  7-2 liber… https://t.co/B4U5ffVYLX,xiruxi,lovable malware character memorial fan account,Pro-choice
KY33NRPCAEZT,470a0d3b-4f81-4b1b-a6c1-98c90762e79a,eb4d8486-1327-4e1b-af5e-d5ec9ed14105,false,,1540796208226107393,"They aren’t banning abortion, they’re banning safe abortion. #RoeVsWade #AbortionBan",ShanCorcoran_,Anaesthetic ODP 🩺,Pro-choice
CAG2KV7YTM69,86dde301-179c-44fa-ab8e-a7215ab86f80,eb63eaa5-e651-4bd5-b281-ab9ff4358f03,false,,1540795943003779072,"@Keilet_FA @moko_ziko @meshshorts69 @LauraAbney99 @Susan113palomar @kirstenappleton You're telling the story, what… https://t.co/U2Yndjeo3c",gregbell78,I really should stop baiting people on Twitter...some of them get quite upset...,Pro-choice
DPNAMHPJRREC,29711ce4-e511-4c63-a6b1-f9cee6cef086,ebf5fdae-70fb-48ea-ac96-1b2ce5a7c72e,false,,1540796181361487872,"@ReallyAmerican1 Love You Chris Evans...Love Your T-shirt...
Order Yours: https://t.co/IzgwMoUfPi
#AbortionBan… https://t.co/dGcCNEsmEX",RonladDexter,NEVER TRUMP,Pro-choice
XKEQPPFJWHY9,285603dd-f99f-4f9c-924b-4d18d0d5bf08,ec0dc705-8225-4940-a013-19f9ff848a78,false,,1540796578826334209,@WildTrumpanzee @regretfultweet @town_crierrr @briebriejoy @BadFaithPod Yea I don’t think they know the meaning of… https://t.co/bWJC4CXCZK,_MattBoswell,Dignity for All.,Pro-choice
X6P6DQRXD62A,d0caea0b-f2f9-45b8-a604-4444bdc842bd,ec807949-3710-4385-8e58-45764a4f14d2,false,,1540796184092200961,"@itsJeffTiedrich @Kyruer The kind that values the visible over the invisible

But...why kind of woman prefers an ab… https://t.co/2GGMLxbZpg",TashiChris,"Travel, Fashion, Health, Fitness",Pro-life
R7XYZ4FKMFF9,348fa975-033b-4a7d-8a9b-bb82a4f1e949,ecc4251f-6f93-4305-ae78-5992f503530a,false,,1540796296759369734,"@drdabbles Yeah, it should have been codified, but Roe v. Wade would be fine right now and no one would be talking… https://t.co/5QdSwuCjdq",edwardcurrent,"Skeptic, pragmatic–progressive, science communicator, musician, Jeopardy winner, author of ""The Simplest-Case Scenario"" and ""Guerrilla Home Recording."" He/him",Pro-choice
FPMCK2P37RW2,5bacf3a7-ef84-40b7-a756-7159a759c927,ed6704d9-ad5c-456d-b2d3-aa47af98ccb4,false,,1540784428875522048,"@Duckypam @SenatorWarnock Then think about this:
Two known sex offenders overturned Roe vs. Wade. Let that sink in.",maboylan,,Pro-choice
Z6J69GNZYEXY,87e8401f-4f96-4575-acb5-7ba2c3ed29e9,ed736a91-b5dd-4ce9-a3e7-f8e434021209,false,,1540795931594936327,"@TheDemCoalition But....how many of these same companies gave money to Republican Governors, who supported taking a… https://t.co/x4wsY8PZOW",DianaPlant5,"Vote, 🌊🌊#resist,🌈🌈🌈☮️Peony grower, love gardening, reading, nature, wildlife..Lifelong Democrat. Border collie,mini https://t.co/LKXhxexVDF BLM, LGBTQ mom.🚫DMs",Pro-choice
7R2NKCJQNXPP,ab4d356b-4577-475e-a56f-0f8160c91e06,edb8e723-1ee6-4473-9464-9010eac972f5,false,,1540795781354991616,"@mom76v2 Absolutely, I'm not allowing the exceptions in actuality, I'm outting their actual intentions. They don't… https://t.co/GiKIKNPksl",iowancap,"AnCap pastor (1689), lifelong Iowan, Hoppe respecter, Purveyor of Intolerance, Flyover Libertarian and Anarchist Bible Study pods. Backup:@IowancapReborn",Pro-life
FPMCK2P37RW2,387655de-7c9a-43b1-86b8-d355fb60b343,edd18bb9-dd9e-4520-87b9-867b69c88178,false,,1540795998469079041,"@jacksidjonbill @TimBryson16 @BrettMegarry Poverty is a HUGE risk of life, what is the % of those where denied abor… https://t.co/iD7Fmq6RAh",WpgLoganberries,Blocking people because you don't agree with them shows how closed minded you are,Pro-choice
YKR74H2QRD6F,28cdd937-95c5-4c1e-9e56-71767c2653a4,ede3fcb6-8ba7-49c9-86cb-b17cd9c7c38e,false,,1540784579753021443,Roe v. Wade has just been overturned – and abortion rights activists from across the world are fighting back. Join… https://t.co/U1B3RgGyGK,creativeBECK,Husband • Dad • Laughs and Grafts • Witty to Gritty © Actor - Singer - Songwriter and Composer #Theatre #Film #TV https://t.co/tWMf2dlch2 (Equity),Pro-choice
R7XYZ4FKMFF9,e69d78e1-4749-472b-8683-271c3f1c0b5e,ee952236-8bdf-4c3e-86b5-878309eb66a6,false,,1540795719392538624,There is so many forms of birth control available to women &amp; men that would prevent 90% of unwanted pregnancies. Pe… https://t.co/ezQbrFxK6W,RedTownLady,,Pro-life
ZNXMTR4YRRAP,76126587-0e0a-4572-94c1-c40fb96a56d3,eeb75d38-d8cb-4208-bd77-fe6a538b2a8f,false,,1540795786937499648,@piyushmittal How many evangelicals got secret abortions? I had a relative who lived in a state where late-term abo… https://t.co/lmnmustJku,jille3832,#StandwithUkraine #Resist No DMs please. Writer. Resistor. Professor. A history of saying my truth. 🇺🇸 🇺🇦,Pro-choice
Z239E43AATKE,62fa6dd6-1739-46fe-871b-d55140aed5e7,ef30d871-a0be-4c87-be54-1b5895769bad,false,,1540795790481932289,"@OleanderNectar Abortion is racist.
The KKK was entirely made up of Democrats.
Planned Parenthood, Margaret Sanger,… https://t.co/wspdL9yANE",null_space,"An aspiring slave. #Christ.

Truth in Good Faith
over
EVERYTHING

#OneSevenTwoNine #CabinDAO #UDFam",Pro-life
2AZWNZRTVACE,64f0e989-8bbb-4fa6-ba28-11ebe313ff8d,ef5e1dd3-f879-4fe1-be55-90f4d181d432,false,,1540796169265287168,"@DavidMEdwards @RubinsRants @Cheri73432513 Argue ""basic human values"" in court, see how far you get. You would lose… https://t.co/c8I853hzWb",DaveDeLuca5,Democratic socialist. Humanist. Grandfather. Gadfly.,Pro-life
FPMCK2P37RW2,4b83fdb2-9ea5-4013-9f49-f2e6a1988c40,efb58389-3ec8-4aa8-ad8f-c8a523496728,false,,1540794872667394050,https://t.co/uplQRKQdkV,classreductress,Philosopher | Writer | FU Berlin | co-host @leftofphil pod,Pro-choice
KY33NRPCAEZT,67d258de-fad4-4b9f-b1fc-bd594ed14d70,efe1ce3a-f575-48b4-a194-b29eb621d16c,false,,1540793899173613571,"In all seriousness, I need to know the justification for being so excited that Roe v Wade was overturned. Beyond “s… https://t.co/Q1KfzRopJo",SydneyWalkerr,hey hangout i'm just jokin around,Pro-choice
73FP3QEHRD7V,4a255e56-6c0c-4109-a8cb-7f01bd9b67a2,f06ba2fc-332a-4882-b7ea-19411e346202,false,,1540796089661530112,"@ZambranaML @GovWhitmer Yet, legal abortion procedures actually increased maternal mortality rates in the US by dou… https://t.co/qMLABx7KZW",GenXJaneDough,Anonymous & partyless #patriot. 🇺🇸 #MAGA #freespeech. Anti #marxist. Not one to coddle your fragile feelings. Come at me & you’ll be BLOCKED. No DMs.,Pro-life
ADCXHGCQRA34,c43b6033-40e0-44ce-8c06-4e45ed6bee49,f07465ff-1f78-4913-844e-77d4457491ad,false,,1540795945750650883,"@justin42310 @RebeccaKKatz A lot of people who can afford to are going to move from states are outlawing abortion,… https://t.co/kGeopJ3v6T",dannypgh,"Elder millennial with thoughts about stopping fascism and software. CWA Local 1400 member.

All opinions are my own.

#BlackLivesMatter he/him 🏴🇦🇲🇯🇲🏴",Pro-choice
FDMQXAZTF74K,4702a6aa-bbf0-4b56-89b1-975bdd08d374,f09a24b0-3e53-4fed-9a03-6173580edf09,false,,1540795781564735489,@KlotzbachJoshua @jennifer0533 @jksjajansbs @snap1448 @KoleKelley15 @joncoopertweets Bitch you can’t even spell bab… https://t.co/mXxEDPXQAX,badmanicpower,STREAM “SO GOOD” BY HALSEY!,Pro-choice
7R2NKCJQNXPP,34b17114-df66-4abf-9c63-6bb8eed36e8b,f0ac1617-41c4-41f6-a6b7-ad70a590e4b5,false,,1540796235556081671,@tedlittleford Literally the only good thing to come out of overturning Roe v. Wade was I discovered your talented work.,JulieLKessler,"Lawyer/Columnist: LATimes, LADailyJournal, HonoluluStar-Advertiser, AsiaTimes, SFExaminer, Jerusalem Post, MoneyInc, T&L, Author 50-50: The Clarity of Hindsight",Pro-choice
Z6J69GNZYEXY,443f8a89-8fac-4aa2-8637-773360082c85,f150277e-f763-497d-97e5-1070379af0ca,false,,1540784592311009281,"If you support the overturning of Roe v. Wade, kindly get off of my page. The right for those with uteruses to have… https://t.co/PVcyT7X67m",star_sagittae,"Artist, gamer and aspiring journalist.
Your local Sagittae tome. Also a starfish. I love Pokémon, Fire Emblem, Rhythm Heaven, and Ace Attorney :D",Pro-choice
R7XYZ4FKMFF9,9303dcb1-f858-46e1-9f50-8ef7d0447432,f1a0d951-eefb-4458-a3a4-d5fe9874a6d0,false,,1540795782521028608,@GeneralSamsSec As Edgy as my stupid white ass can be I support Abortion 110%. Women should have control over their… https://t.co/GB0zsUjWcA,GeneticFuckUp,brakence - Hippie.,Pro-choice
6CNHTCG6W6XM,164dee5b-9032-4db2-92dc-23a4f2b401db,f20e0c84-1996-4096-8498-ca489628027e,false,,1540796205734793218,I get what this guy was trying to say and I do support it but I think it’s well past time we stop acting like every… https://t.co/F4tHpHv4Na,cherrryemoji,"politics, film & caffeine (she/her)",Pro-choice
2AZWNZRTVACE,423806cc-2467-455b-a788-9bc10753e6cf,f21c17c8-8d74-406c-8644-febb273e7167,false,,1540784579614605313,@CjPsychosis @MrColionNoir Certain peoples in the U.S. have led people to believe that pre-born babies don't matter… https://t.co/vifp8Nk8IZ,MattTow82424629,,Pro-life
DPNAMHPJRREC,5fe3d4e2-b913-4fe9-87b4-e2d8f7a60e9d,f223eed7-af72-4173-b064-ef1bc44c051b,false,,1540795979342876679,Today I think of the hundreds of millions of babies killed by abortion. You loser @JustinTrudeau https://t.co/942Da0SMn3,SunilKumarAus,"Occupation: AI, Machine Learning, Predict Outcomes of human behavior (e.g. terrorism) Hobbies: Public Policy. Biden’s America is RACIST. 🤮",Pro-life
